#n_i av(gauss) gauss_i[0] gauss_i[1] ... gauss_i[N-1]
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000100	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009
0.005100	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010
0.010100	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012	0.000012
0.015100	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013	0.000013
0.020100	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015	0.000015
0.025100	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018	0.000018
0.030100	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020	0.000020
0.035100	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023	0.000023
0.040100	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027	0.000027
